sent_1,sent_2,sim,label,rand_id
A woman dressed in elegant clothing is inside a crowd of people and is looking up,A woman dressed in elegant clothing is inside a crowd of people and is looking down,3.1,NEUTRAL,7937
A dog is playing with a toy,A dog is having fun with a toy,4.4,ENTAILMENT,4183
A brown dog is running through the grass which is tall and green,A brown dog is running through tall green grass,5.0,ENTAILMENT,6863
A dog is near the red ball in the air,"A dog, which is small, is playing on the green grass",2.7,NEUTRAL,1057
There is no man loading a rifle with bullets,A woman is seasoning a piece of meat,1.0,NEUTRAL,5100
A chef is cleaning a bowl of soup,A bowl of soup is being cleaned by a chef,4.8,ENTAILMENT,5624
A man is laughing,A man is spitting,3.3,NEUTRAL,1444
One man is sitting steadily on the chair,One man is sitting on the chair,4.4,ENTAILMENT,1842
The man is swimming in a body of water near a waterfall,The man is standing in a body of water near a waterfall,4.0,NEUTRAL,9632
Some people and vehicles are on a crowded street,Pedestrians and cars are moving through a traffic jam in the big city,3.8,ENTAILMENT,8266
A couple is sitting on a patio and looking at the ocean,Some adults are sitting in the chairs and are watching the ocean,4.0,NEUTRAL,6443
A man is singing and playing the guitar,A man is singing a song and playing the guitar,4.9,ENTAILMENT,1109
One woman is slowly peeling a potato,The potato is being peeled by a woman,4.5,ENTAILMENT,1660
A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,4.8,ENTAILMENT,9698
Three people are driving four wheel ATVs in a street,Three people are driving four wheel ATVs in a field,3.7,NEUTRAL,7881
The boy in blue is running away from the woman in blue,A boy in blue is running away from a woman in blue,5.0,ENTAILMENT,7678
The dog is catching a blue ball,The dog is chasing the ball,3.8,NEUTRAL,7492
A white dog is standing on a grassy hillside,A dog is standing on the side of a mountain,3.5,NEUTRAL,9066
The woman is not walking the dog,The woman is walking the dog,3.8,CONTRADICTION,2783
A person is looking at a bike designed for motocross that is lying on its side and another is racing by,The bike rider is looking at an accident of another bike rider,3.1,NEUTRAL,7590
A man is playing a violin,A woman is cutting a white onion,1.0,NEUTRAL,9795
A boy is mowing the lawn,A man is mowing grass,3.8,NEUTRAL,5468
A woman is putting make-up on,The woman is putting make-up on,4.8,ENTAILMENT,3701
A baby is sneezing and scaring another baby,A baby is sneezing and frightening another baby,4.9,ENTAILMENT,3129
A schoolgirl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,2.8,NEUTRAL,347
A chubby faced boy is wearing sunglasses,A boy is wearing sunglasses,4.3,ENTAILMENT,8306
A man is sitting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and is looking for a pencil,2.1,NEUTRAL,377
A little boy is proudly wearing a green soccer strip and is running on the grass,A little boy is wearing a green soccer strip and is running on the grass,4.5,ENTAILMENT,7648
A brown dog is jumping in the air,There is no brown dog jumping in the air,3.3,CONTRADICTION,7834
"Two people are in the snow, wearing clothes that provide camouflage",Two people are walking two dogs with golden coats in the snow,2.7,NEUTRAL,804
A puppy is repeatedly rolling from side to side on its back,An animal is rolling from side to side in a garden,4.1,NEUTRAL,1355
A man in a black jersey is standing in a gym,A woman in a black jersey is standing in a gym,3.5,NEUTRAL,9133
The man is pouring oil on a few tomatoes,One person pours oil on a few tomatoes,4.6,ENTAILMENT,1677
There is no kitten drinking milk,The milk is being drunk by a cat,3.7,NEUTRAL,1697
A man and a woman are not driving down the street in a jeep,A man and a woman are driving down the road in an open-air vehicle,4.4,NEUTRAL,5901
One white dog and one black one are sitting side by side on the grass,One white dog and one black one are running side by side on the grass,3.7,NEUTRAL,857
A woman is exercising,A man is not dancing,1.2,NEUTRAL,4867
A man is playing an instrument,A woman is putting on lipstick,1.1,NEUTRAL,4440
"A man is rock climbing, stopping and calculating the route",A man is rock climbing and a city and a bay are in the background,3.8,NEUTRAL,8635
The dog is not knocking the boy into the water,The dog is knocking a boy into the water,3.7,CONTRADICTION,2238
A woman is riding a horse,A horse is being ridden by a woman,5.0,ENTAILMENT,4983
A woman in a white dress and a woman in a blue dress are standing on a stage,Two teenage girls are wearing fancy dresses at an event,2.3,NEUTRAL,6659
A baby tiger is playing with a ball,A baby is playing with a doll,2.1,NEUTRAL,5749
The little boy is riding a bicycle in a race,The little girl is riding a bicycle in a race,3.6,NEUTRAL,8094
There is no man playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,3.4,NEUTRAL,289
A man is slicing a potato into pieces,A man is cutting a potato into pieces,4.6,ENTAILMENT,4826
The man surrounded by photographers is wearing a gray suit and glasses,A man in a suit is not being surrounded by photographers,3.6,CONTRADICTION,7987
A man is dancing in the rain,A man is singing into an old microphone,1.9,NEUTRAL,4761
Someone is stroking the belly of an animal,A woman is stroking a lemur,3.9,ENTAILMENT,4214
A man in a white hat is touching a cardboard box,A man in a black hat is reaching for a box,4.2,NEUTRAL,9011
A man is skiing down a hill and jumping a red obstacle,A man is snowboarding down a railing in the snow,3.1,NEUTRAL,9287
A man is speaking on a podium,There is no man speaking on a podium,3.0,CONTRADICTION,1194
The man is taking a picture of himself and another guy,A picture of himself and another guy is being taken by the man,4.4,ENTAILMENT,6495
A man is speaking on a podium,A podium is where a man is speaking,4.8,ENTAILMENT,1195
A man is standing at the wheel of a classic American car that has its door and trunk open,A person is standing at the wheel of a classic American car that has its door and trunk open,4.5,ENTAILMENT,9238
A dog is fetching a stick out of very clear water,A dog is fetching a stick out of very dirty water,4.0,NEUTRAL,9576
A child in light colored clothing is standing with his arms extended outward,Two girls are happily playing inside a jumper house,1.9,NEUTRAL,7022
People are riding and paddling a raft,Four people are floating on a raft,4.2,NEUTRAL,2527
A group of people are standing around a sound mixing table,A group of people are not looking at sound equipment,3.7,NEUTRAL,8728
The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling into the grass,3.5,NEUTRAL,836
Nobody is playing the guitar and singing,"The woman is playing a guitar, which is acoustic, and singing",3.585,CONTRADICTION,1974
A woman is talking on a telephonic device,Two boys are talking on the phone,2.5,NEUTRAL,1212
A few men in a competition are running outside,A man is leading the race,3.8,NEUTRAL,725
Someone is playing the guitar,Somebody is playing the guitar,4.8,ENTAILMENT,4100
There is no man on a bicycle riding on the beach,A man on a bicycle is riding on the beach,3.1,CONTRADICTION,6813
Two women are standing together and one is looking through binoculars,Two men are looking out and one is holding binoculars,2.7,NEUTRAL,8449
The brown horse is very near a red barrel at the rodeo,The brown horse is near a red barrel at the rodeo,4.8,ENTAILMENT,265
The girl is using an eye pencil on her eyelid,The girl is using a pencil for the eyes on her eyelid,4.9,ENTAILMENT,2827
A person is singing and playing the guitar,There is no person singing and playing the guitar,4.1,CONTRADICTION,1886
Two young women are sparring in a kickboxing fight,Two women are sparring in a kickboxing match,4.9,ENTAILMENT,44
A young boy is jumping into a still lake,The young boy in the blue shirt is not jumping into the water,3.3,NEUTRAL,8044
Eggs are being cracked into a bowl by a woman,A woman is cracking eggs into a bowl,4.9,ENTAILMENT,5399
A woman is firing a rifle,A woman is firing a weapon,4.2,ENTAILMENT,5500
Something is being celebrated by a cold cyclist,A bicyclist is holding a bike over his head in a group of people,3.2,NEUTRAL,6206
A little girl is playing the violin on a beach,The girl is standing on the couch and crocheting,1.5,NEUTRAL,4753
A man is riding a motorcycle through the town,A man is riding a motorcycle,4.4,ENTAILMENT,2467
A man is sitting peacefully on a boat in front of the sunset near a flag,A man is on a boat in front of the sunset,4.5,ENTAILMENT,6218
A man is playing an electronic keyboard,An electronic keyboard is being played by a man,4.9,ENTAILMENT,4853
A man and woman are talking,A man and a woman are eating happily,2.6,NEUTRAL,2766
A group of five young adults are lounging in the room,A small group of people are standing and two are sitting on the couch,3.8,NEUTRAL,8961
A girl is applying makeup to her face,There is no girl applying makeup to her face,4.3,CONTRADICTION,2909
Two dogs are cheerfully playing on the beach,Two dogs are playing on the beach,4.5,ENTAILMENT,6870
A man in a purple suit is standing by a purple case and is playing a guitar,The man is putting away the guitar in the guitar case,3.4,NEUTRAL,6432
A man is singing and playing a guitar,A man is playing a guitar,4.2,ENTAILMENT,4922
A man is singing and standing on the sidewalk,A man is fishing in the river,1.1,NEUTRAL,5089
The man on stage isn't singing into the microphone,A man in a suit is standing at a microphone and singing,3.3,NEUTRAL,3010
A kitten is playing with a toy made of blue rope,The kitten is playing with a toy,4.6,ENTAILMENT,3218
A large tennis ball is being used to teach a dog to run in the grass and catch it with its mouth,"A dog, which is large and gray, is carrying a ball in its mouth and running across the grass",3.2,NEUTRAL,1093
A man is playing a violin,There is no man playing a violin,3.8,CONTRADICTION,4626
There is no man fishing in the river,A man is singing and walking down the sidewalk,1.8,NEUTRAL,5091
A man dressed in black is wearing an elaborate black mask,A man is holding a mask in his raised hand,3.3,NEUTRAL,6791
A man is jumping into a pool,A man is diving into a pool,4.4,ENTAILMENT,5333
The man is drawing,The man is painting,3.9,NEUTRAL,4323
A man is sprinkling cheese on a pizza,A man is putting some cheese on a pizza,4.7,ENTAILMENT,5135
A man is pouring oil into a skillet,A man is taking the oil out off a skillet,3.1,CONTRADICTION,3054
A shoeless woman is sitting on a blanket under a lavender umbrella,The man is sitting outside under a purple umbrella,3.0,NEUTRAL,6305
A shoe is being tied by a man,A man is tying a shoe,5.0,ENTAILMENT,4386
Several women are taking off pink bunny ears and are pointing to the left,Women are wearing bunny ears and race numbers and are pointing at something in the distance,3.4,NEUTRAL,6532
An old woman is wearing a rose patterned shirt and is clumsily carrying two newspapers,The woman is wearing sunglasses of large size and is holding newspapers in both hands,3.5,NEUTRAL,1028
A man is moving gracefully,A man is walking outside,3.2,NEUTRAL,1284
A white car and a yellow car are racing down the track,Two cars are racing down the track,4.5,ENTAILMENT,9530
A black dog in the snow is jumping onto the ground and missing a stick,A black dog in the snow is jumping off the ground and catching a stick,3.9,NEUTRAL,6777
"A boy, who looks young and is wearing a red swimsuit, is jumping into a blue kiddies pool",A boy wearing red shorts is jumping into a paddling pool,4.0,NEUTRAL,6127
A woman is breaking two eggs in a bowl,A woman is bowling two eggs to a break dancer ,2.0,NEUTRAL,1632
The adults and children are not gathered near an outdoor seating arrangement,Adults and children standing and playing in front of steps near a wooded area,2.9,NEUTRAL,8195
The kid is happily sliding in the snow,The kid is sliding in the snow,4.5,ENTAILMENT,762
The person is slicing onions,Onions are being sliced by the person,4.9,ENTAILMENT,3721
A toy train is violently striking a toy car,A toy train is striking a toy car,4.5,ENTAILMENT,3708
Someone is banging a camera lens against a nail,The man is not hammering a nail with a camera,3.6,CONTRADICTION,2316
Some runners are competing in a race,Runners are competing in a race,4.9,ENTAILMENT,2415
A large green ball is hitting a potato,A big green ball is missing a potato,3.4,CONTRADICTION,2972
The cat is playing keyboards,A cat is playing keyboards,5.0,ENTAILMENT,3846
A man is cutting a bun,A man is slicing a tomato,2.9,NEUTRAL,1230
A woman is putting away a carrot,A woman is slicing a carrot,3.9,NEUTRAL,3188
A man is strumming a guitar,A man is playing a guitar,4.5,ENTAILMENT,3462
One man is riding a horse,A man is riding a horse,4.7,ENTAILMENT,4079
A black dog is playing with a brown dog on the sand,A black dog is attacking a brown dog on the sand,3.8,NEUTRAL,7123
A black and white dog is carrying a small stick on the green grass,A black and white dog is carrying a huge stick on the green grass,4.0,NEUTRAL,9708
The person is boiling noodles,A person is boiling noodles,5.0,ENTAILMENT,2702
An email is being read by a man,A man is reading an email,4.8,ENTAILMENT,4990
A man is playing a guitar,A man is playing a keyboard,3.0,NEUTRAL,1438
The dog is running into a brown light,A great dog is climbing a steep hill,1.7,NEUTRAL,7753
A man is reading an email,A person is peeling a banana,1.0,NEUTRAL,4998
A man with a white hat and brown shirt is behind a woman in red and is looking to the right,A man with a white hat and brown shirt is behind a woman in red and is looking to the left,4.3,NEUTRAL,8589
Two dogs are running through the park,Two animals are running through the park,4.5,ENTAILMENT,8813
There is no person riding a motorbike in the event related to motocross,The person is riding a motorbike on a sandy track,3.565,NEUTRAL,1065
The man is doing floor exercises,A man is lazing,2.3,NEUTRAL,3602
A man is outside close to a target for blade throwing,The man is throwing knives at a tree,3.5,NEUTRAL,4072
Several young people are posing for a photo and holding beers,Several old people are posing for a photo and holding beers,3.265,NEUTRAL,8130
A brown and white dog is playing on the grass,A brown and white dog is playing on the lawn,4.7,ENTAILMENT,8021
A large white dog is jumping in the air over an area covered by snow,A large white dog is jumping in the air over a snowy area,4.9,ENTAILMENT,9040
A person is unfolding a tortilla,A man is folding a tortilla,3.6,NEUTRAL,3407
A dog with a blue collar is not playing with the ball outside,A grey dog is bouncing a soccer ball on its head in a grass field,3.1,NEUTRAL,9099
Some pieces of butter are being added to the stand mixer,Pieces of butter are being added to the stand mixer,4.7,ENTAILMENT,4710
A cyclist on a yellow bike is airborne,There is no cyclist on a yellow bike airborne,3.9,CONTRADICTION,8607
A squirrel is running in circles,An animal is running tiredly in circles,3.9,NEUTRAL,3243
A white cat perched on a small wooden cabinet is looking outside the window,The cat perched on the table is looking curiously out the window,4.0,ENTAILMENT,3486
The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,4.8,ENTAILMENT,752
Two dogs are playing on the beach,A brown dog is running after a black dog on a rocky shore,3.9,NEUTRAL,9028
The man in the straw hat is smoking a cigarette,A person is wearing a straw hat and smoking a cigarette,4.7,ENTAILMENT,7309
A woman is painting a man's face,Makeup is being put on the man by the woman,4.1,ENTAILMENT,5022
The little girl is swinging and the woman is standing behind her,"The girl, who is little, is swinging and the woman is standing behind",4.9,ENTAILMENT,7445
A man with a shirt is posing with the arms spread next to a woman,A man without a shirt is posing with the arms spread next to a woman,4.2,NEUTRAL,8708
Small children are climbing a statue in a park,Two children are playing on a statue,4.1,NEUTRAL,7356
"The girl, who is little, is combing her hair into a pony tail.","The girl, who is little, is ruffling her hair",3.5,NEUTRAL,1840
There is no woman beating two eggs in a bowl and using a whisk made of wire,A man wearing a dyed black shirt is sitting at the table and laughing,1.2,NEUTRAL,9889
The person is dicing up a pepper which is orange,A cook is slicing some bell peppers,4.3,NEUTRAL,1825
A child is hitting a baseball,A family is watching a little boy who is missing a baseball,3.015,NEUTRAL,173
A tan dog is resting in the snow,A tan dog is running through the snow,3.7,NEUTRAL,6318
A soccer player is sitting on the field and is drinking water,A soccer player is sitting on the field and is drinking beer,2.9,NEUTRAL,8281
A man is standing on the top of the rocks with clouds behind them,A person is sitting on a mountain top,3.4,NEUTRAL,7375
A girl in pink is twirling a ribbon,There is no girl in pink twirling a ribbon,4.3,CONTRADICTION,7516
A dog in a colored coat is running across the yard,A black and brown dog is eyeing an insect,2.2,NEUTRAL,9940
A picture is being drawn by a man,A man is drawing a picture,4.9,ENTAILMENT,4085
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are not playing in a grassy area,4.0,CONTRADICTION,9490
A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is biting a pole,4.2,ENTAILMENT,9510
Two cats are fighting each other,The cats are playing with each other,3.435,NEUTRAL,2862
A man is wearing a beret and is riding the bicycle on a recreation trail,A woman is wearing a beret and is riding the bicycle on a recreation trail,3.4,NEUTRAL,8614
Two bikes are being ridden by two people,Two people are riding a bike,4.6,ENTAILMENT,2863
A boy is running away from the fishing line,A boy is hanging a fishing rod and running in front of a fish ,3.6,NEUTRAL,3238
There is no karate practitioner kicking at another man who is wearing protective boxing gloves,A karate practitioner is kicking at another man who is wearing protective boxing gloves,4.3,CONTRADICTION,2712
Two baby pandas are sleeping,Two baby pandas are playing,3.5,NEUTRAL,5436
A woman is adding ingredients to a big bowl,A woman is adding ingredients to a bowl,4.6,ENTAILMENT,1157
An octopus is being sliced by a woman,A woman is slicing an octopus,5.0,ENTAILMENT,5374
A woman is drying noodles,A woman is boiling noodles in water,3.3,NEUTRAL,2705
A group of children in uniforms is standing at a gate and one is kissing the mother,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,4.5,ENTAILMENT,313
"A brown and white dog is jumping over a red, yellow and white hurdle",A large brown cat is jumping over a red hurdle,2.8,NEUTRAL,8179
A girl in a black hat is wearing a bikini at the beach,A black girl with no bikini is wearing a hat at the beach,2.7,NEUTRAL,7657
Several people are walking in line across a bridge,Several people are not walking in line across a bridge,3.8,CONTRADICTION,8753
A baby elephant is not eating a small tree,A baby elephant is eating a small tree,3.6,CONTRADICTION,4946
A man is cutting a cord with a sword,A man is cutting a rope with a sword,4.5,ENTAILMENT,4643
A monkey is riding a bike,A man is riding a bicycle,2.6,NEUTRAL,3614
A man in a pose is being amusedly watched by another man,A man doing a pose is being watched by another man,4.6,ENTAILMENT,963
A boy is playing a guitar,A kid is playing a guitar,4.8,ENTAILMENT,2299
A small white dog is running across a lawn,A big white dog is running across a lawn,3.1,NEUTRAL,8841
A person is wiping butter on a tray,A person is removing the butter from a tray,3.6,NEUTRAL,3436
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,4.3,ENTAILMENT,515
A woman is cutting an onion,A man is slicing onions,3.7,NEUTRAL,5045
One small child is greedily drinking water from the cup,One small child is drinking water from the cup,4.8,ENTAILMENT,1946
A boy wearing red shorts is jumping into a paddling pool,A young boy wearing a red swimsuit is jumping out of a blue kiddies pool,3.4,NEUTRAL,6128
An Asian woman is holding a fur scarf,A woman dressed in elegant clothing is inside a crowd of people and is looking up,1.7,NEUTRAL,7939
A child in a green and white sports uniform is running over the grass,There is no little boy wearing a green soccer strip and running on the grass,2.9,NEUTRAL,7651
The white dog wearing reindeer ears is close to a brown dog,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,4.2,NEUTRAL,6342
The man is abruptly knocked off of a horse,The man is being knocked off of a horse,4.3,ENTAILMENT,2218
The lady is measuring the ankle of another woman,A woman is being measured by another woman,4.4,ENTAILMENT,1335
A little brown and white dog is running on the sidewalk,A little brown and white dog is running on the road,3.7,NEUTRAL,9169
A boy is whacking a man with a sword,A man is being hit by a kid with a weapon,4.4,ENTAILMENT,1321
Two people are riding motorbikes,Motorbikes are being ridden by two people,4.9,ENTAILMENT,8894
A man is eating near the kittens,Some kittens are eating,2.9,NEUTRAL,1874
A cowgirl is riding a brown horse and is cornering a barrel,The brown horse is near a red barrel at the rodeo,3.2,NEUTRAL,269
Two men are fighting in a cattle pen,Nobody is fighting in a cow pasture,3.3,NEUTRAL,2941
A young man in a white shirt and gold and black hat is sitting with crossed legs,A young person in a white shirt and gold and black hat is sitting with crossed legs,4.7,ENTAILMENT,8462
A man with a jersey is dunking the ball at a basketball game,The ball is being dunked by a man with a jersey at a basketball game,4.9,ENTAILMENT,30
The black and white dog is running in a green yard,A black and white dog is running outdoors,4.4,ENTAILMENT,9433
A woman is putting on makeup carefully,The band is singing ,1.0,NEUTRAL,1963
A lemon is being squeezed by a woman,A woman is squeezing a lemon,4.9,ENTAILMENT,3203
The young boy in the blue shirt is not jumping into the water,The young boy in the blue shirt is jumping into the water,3.9,CONTRADICTION,8038
A few people are floating on a raft,People are riding and paddling a raft,3.8,NEUTRAL,2525
The young girl in blue is having fun on a slide,The young girl in blue is enjoying a slide,4.7,ENTAILMENT,8381
A little girl is looking at a woman in costume,People are looking at some costumes gathered in the vicinity of the forest,2.6,NEUTRAL,82
A white puppy is biting a pole,A brown puppy is biting a pole,3.5,NEUTRAL,9506
The priest is walking down the aisle to marry a couple,The bride and the groom are leaving after the wedding,2.8,NEUTRAL,745
There is no white dog standing on the leaves on the ground,A white dog is standing on the leaves on the ground,4.3,CONTRADICTION,7009
A man with a backwards hat is sitting on the ground,A person with a backwards hat is sitting on the ground,4.6,ENTAILMENT,8460
"A boy, who is wearing a blue coat, is being held by his father under an umbrella ",A child is experiencing a new world,1.7,NEUTRAL,7733
A woman is peeling a potato,There is no woman slicing a tomato,2.4,NEUTRAL,3986
Three men are dancing,The men are not dancing,3.6,CONTRADICTION,3092
There is no boy walking across a bridge,A man is walking slowly across a rope bridge,2.7,NEUTRAL,3228
A woman is drying noodles,A person is boiling noodles,3.4,NEUTRAL,2707
A bird is fiercely flapping its wings on the water,A brown duck with a green head is flapping its wings in the water,4.2,NEUTRAL,7270
The man is standing steadily next to a birdcage,A man is standing beside a large and colorful birdcage,4.4,NEUTRAL,6098
The woman is measuring the other woman,A woman is being measured by another woman,4.9,ENTAILMENT,1333
There is no young boy playing a wind instrument,A young boy is playing a wind instrument,4.3,CONTRADICTION,3170
A social climber is tying a man to a cliff with a rope,One man is climbing a cliff with a rope,3.1,NEUTRAL,641
A black dog is approaching a golden dog on pebbly beach,Two dogs are playing on a sandy beach,3.1,NEUTRAL,9038
A woman is chopping up an octopus,A woman is cutting an octopus,4.8,ENTAILMENT,4284
The man is cleaning the drawing on the board,The man is erasing the drawing on the board,4.6,ENTAILMENT,4163
A white dog with beige spots is running through a field,"A dog, which is tan, is running through the brush",2.9,NEUTRAL,6626
A man is sprinkling seasoning on several sliced and buttered loaves of bread,There is no man sprinkling seasoning on several sliced and buttered loaves of bread,3.4,CONTRADICTION,2195
The man is slicing potatoes,There is no woman peeling a potato,3.4,NEUTRAL,2146
The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling into the grass,3.7,NEUTRAL,839
A man in a red uniform is racing and making a jump over a bike in the dirt,A man is participating in a bmx race,3.6,NEUTRAL,6975
A man is wearing a hard hat and dancing,A man is naked and standing still,1.9,NEUTRAL,2623
A group of scouts are camping in the grass,A group of scouts are hiking through the grass,3.5,NEUTRAL,403
A brown and black dog is looking upwards,A brown and black dog is pointing the nose upwards,4.9,ENTAILMENT,9078
Some sticky goo is being pulled out of a bowl by a woman,A woman is pulling some sticky goo out of a bowl,5.0,ENTAILMENT,5201
A group of people is sitting on both sides of a red stone structure,A group of people is standing on both sides of a red stone structure,4.4,NEUTRAL,6697
A large green colored ball is hitting a potato,A big green ball is knocking a potato,4.7,ENTAILMENT,2969
A boy in a white t-shirt is splashing in shallow water,There is no boy in a white t-shirt splashing in shallow water,3.0,CONTRADICTION,7946
Two men and a girl in front of a wood panel wall are posing with funny faces,Three enemies are making faces for the camera,2.8,NEUTRAL,9327
Nobody is treading through the snow of the beautiful snowy landscape,Some people are treading through the snow of the beautiful snowy landscape,3.7,CONTRADICTION,6603
The crowd is watching a football game,A football game is being watched by the crowd,5.0,ENTAILMENT,7082
A woman is beating two eggs in a bowl and using a whisk made of wire,A strong person is leaving the whisk in the bowl near the eggs,3.3,NEUTRAL,2086
The windows are being polished by a man,The windows are being cleaned by a man,4.4,ENTAILMENT,1909
A man is tying a shoe,A man is tying the shoe,4.8,ENTAILMENT,4382
Someone is stirring noodles in the water,Noodles are being boiled in water by a woman,4.0,NEUTRAL,5857
A girl in blue is sliding down a green slide,The young girl in blue is enjoying a slide,4.3,ENTAILMENT,8383
A boy is happily playing the piano,A piano is being played by a person,4.3,ENTAILMENT,1771
Two dogs are playing on the beach,Two people are driving a jeep and a lady is sitting on the top of it,1.0,NEUTRAL,9984
The children are playing in front of a large door,A group of boys are quiet in front of a large door made of wood,3.4,NEUTRAL,588
Men are running a race,Racers are running down a track,3.9,NEUTRAL,3687
A woman is dancing and a man is playing the keyboard,The woman is dancing and a man is playing the keyboard,4.9,ENTAILMENT,3777
A group of Asian girls are standing together,The group of Asian girls are standing together,4.9,ENTAILMENT,6194
Two young boys are wearing hats and sticking their colored tongues out,Two kids are not sticking out blue and green colored tongues,3.8,NEUTRAL,9054
A player of soccer is scoring a goal,Soccer players are kicking a soccer ball into the goal,4.3,ENTAILMENT,2757
Someone is beating an egg,The lady is stirring eggs in a bowl,3.9,NEUTRAL,3397
A woman is dancing,There is no woman dancing,2.9,CONTRADICTION,3514
A girl has colored patches on the cheeks,A girl is standing in a group and is wearing a black shirt and pink beads,2.4,NEUTRAL,8212
A big brown and white spotted dog is lying on a jacket on the street,The dog is having a nap in the park,2.9,NEUTRAL,9500
Several people are sitting at small tables in a darkened room,People are sitting at square tables in a red room,3.2,NEUTRAL,8360
Three women are sitting together near woven walls,Three women are sitting in a village,3.5,NEUTRAL,9356
A man is recklessly riding a horse,A person is recklessly riding a horse,4.2,ENTAILMENT,1723
The man isn't doing a magic trick,The man is doing a magic trick,3.6,CONTRADICTION,2015
A policeman is sitting on a motorcycle,The cop is sitting on a police bike,4.2,ENTAILMENT,6258
A man is playing keyboards,A man is riding a mechanical bull,1.1,NEUTRAL,5614
"Two large dogs, a light colored one and a dark one, are quickly moving through snowy terrain",Two dogs are leaping through snowy grass and rocks,3.6,NEUTRAL,8374
The woman is cracking eggs into a bowl,Eggs are being cracked into a bowl by the woman,5.0,ENTAILMENT,2744
One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water,Two males are standing on a cliff edge and one is jumping into the sea,3.9,ENTAILMENT,8934
Two men are not taking a break from construction,Two men are taking a break from construction,3.4,CONTRADICTION,9293
A lady is standing on the street and is surrounded by school children,No lady is standing on the street and is surrounded by school children,2.8,CONTRADICTION,9196
A person is cutting mushrooms with a knife,A person is cutting some mushrooms,4.8,ENTAILMENT,2590
A person is burning some cameras with a blow torch,The tall person is setting fire to the cameras,3.8,NEUTRAL,2362
A woman is tapping her fingers nervously,A woman is tapping her fingers,4.6,ENTAILMENT,2226
A person is frying meat in a pan,A person is not holding a skunk,1.3,NEUTRAL,5476
A bald person is playing a guitar,A person has blonde and flyaway hair and is playing a guitar,3.9,NEUTRAL,285
A man is cooking a snake,The man is dropping sliced cucumbers into water,1.5,NEUTRAL,4774
A man and a woman are silent,A man and a woman are eating,3.3,NEUTRAL,2765
A person is riding a horse,There is no woman slicing potatoes,1.0,NEUTRAL,5919
A man is slicing some bread,A man is cutting a slice of bread,4.8,ENTAILMENT,4205
A surfer is riding the wave,A man is falling off a surfboard in the water,3.5,NEUTRAL,7464
The elderly lady is waiting on the sidewalk,A woman in a fur hat and fur coat is sitting outside a building,2.4,NEUTRAL,7293
The motorcycle racer is riding a red and black bike,A woman is leaning on a racing motorcycle,2.3,NEUTRAL,9730
Nobody is cooking okra in a pan,Someone is cooking okra in a pan,3.7,CONTRADICTION,3537
There is no person on a bike jumping through the air with the sun flaring through the bike frame,A person on a bike is jumping through the air and the sun is flaring through the bike frame,4.2,CONTRADICTION,7569
A woman is carefully deboning a fish,A woman is deboning a fish,4.6,ENTAILMENT,3414
A person with a green shirt is jumping high over the grass,A person without shirt is jumping high over the green grass,3.6,CONTRADICTION,7224
A man is removing a carrot from a machine,A man is slicing the carrot with a machine,3.2,NEUTRAL,2105
A girl is wearing jeans and a pink shirt and is running,A girl is running with a pink shirt and is not wearing jeans,3.9,NEUTRAL,6326
A distant person with a blue backpack is hiking in rocky area,The person is hiking,3.8,ENTAILMENT,9183
A man is praying,There is no man dancing,1.6,NEUTRAL,4199
The boy is playing a guitar,A kid is playing a guitar,4.5,ENTAILMENT,2297
A young occidental girl is standing above the crowd and is playing with a pinwheel,A girl in blue sweater is holding a multicolor toy and is sitting on the shoulders of a man with grey hair,2.7,NEUTRAL,8476
Two race cars are on a road in front of a grassy parking area,Two cars for racing are on a road in front of a grassy parking area,4.9,ENTAILMENT,9532
A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in an open-air vehicle,4.0,NEUTRAL,5904
A man is quickly chopping some mushrooms with a knife,A person is quickly chopping mushrooms with a knife,4.4,ENTAILMENT,4272
A brown dog is running through a snowy path,A dog is running on a snowy path,4.5,ENTAILMENT,8068
The man is setting up the camera and taking sunset pictures at the beach,The man is putting away the camera and walks away from the beach,3.5,CONTRADICTION,2153
The white dogs are looking curiously at the black llama,A black sheep is standing near three white dogs,3.0,NEUTRAL,7971
A person is unfolding a tortilla,A person is folding a tortilla,3.1,CONTRADICTION,3405
A dog is barking at a ball,A cat is swimming after a tennis ball,2.2,NEUTRAL,5584
The dog is running into a brown light,A light brown dog is running up a street,2.835,NEUTRAL,7746
