id	sim	sent_1	sent_2
MSRpar#SP646	3.4	عوضا عن ذلك، نفى الادعاء التهم عنه وغادر راكر قاعة المحكمة حرا طليقا	عوضا عن ذلك فإنه غادر قاعة المحكمة حرا طليقا بعد نفي التهم الجنائية عنه من قبل السلطات
MSRpar#SP647	4.2	قال جيم وولفكيل رئيس المحلفين، والوزير ذو الـ 41 عاما "مثلت هذه القضية تحديا عقليا واستنزافا عاطفيا على حد سواء"	وقال الوزير جيم وولفكيل رئيس المحلفين " كانت هذه القضية تحديا عقليا واستنزافا عاطفيا على حد سواء"
MSRpar#SP648	3	وقد وصل في نهاية هذا الأسبوع في أول زيارة دولة  يقوم بها رئيس الولايات المتحدة	يصل السيد بوش يوم الثلاثاء في أول زيارة للدولة يقوم بها رئيس أميركا
MSRpar#SP649	3.4	من المتوقع إنهاء الصفقة التي وافق عليها كل من مجلسي إدارة الشركتين، في الربع الثالث من الربع الثالث من سنة نيفيديا المالية	تمت الموافقة على الصفقة من قبل كل من مجلسي إدارة الشركتين، ومن المتوقع إنهاؤها في الربع الثالث من هاذ العام
MSRpar#SP650	4.8	تكهنت شركة الأبحاث مسبقا بزيادة قدرها 4.9 في المائة	تنبأت الشركة في وقت سابق هذا العام بزيادة تبلغ 4.9 في المائة
MSRpar#SP651	2.75	قال جيم كنغ رئيس مجلس الشيوخ، إنه يمكن للخليط المتطاير أن يمط الجلسة المحددة من قبل بوش لأكثر من أربعة أيام	قال جيم كنغ رئيس مجلس الشيوخ،إن حاكم الولاية جب بوش يقترح أن يدعم مجلس الشيوخ تغطية الأضرار غي الاقتصادية
MSRpar#SP652	4	شارك أكثرمن 100 ضابط شرطة في الاحتفالية التي كانت تتويجا لعملية استمرت سنتين حول التحقيق في الكوكايين المستورد وعصابة غسيل الأموال	أكثر من 100 ضابط شرطة أطلقوا في مداهمات لندن في المرحلة النهائية من عملية العامين للتحقيق في الكوكايين المستورد وعصابة غسيل الأموال
MSRpar#SP653	1	استبعادا للبنود الاستثنائية، بلغت أرباح الربع الرابع 64 سنتا للسهم مقارنة بـ 25 سنتا للسهم في العام الماضي	كانت الأرباح 59 سنتا للسهم لمدة ثلاثة أشهر انتهت في 25 مايو مقارنة بـ 25 سنتا للسهم في السنة الماضية
MSRpar#SP654	4.25	ولكنها وصلت في سن الـ15، إلى 260 باوند وقرار صعب ، لقد حان الوقت المناسب لإجراء جراحة	ولكن في سن الـ 15 ، وزنها كان هائلا 117 كجم ووصلت لقرار صعب : لقد حان الوقت لإجراء جراحة
MSRpar#SP655	3	قالت الشركات، سوف تلتزم شركة بيبول سوفت  بـ863 مليون دولار نقدا وتصدر 52.6 مليون سهما جديدا	بلغت قيمة الصفقة الجديدة 1.75 بليون دولار،وتشمل 863 مليون دولار نقدا و52.6 مليون سهما لحساب شركة بيبول سوفت
MSRpar#SP656	3.5	وقال ، إنه إن تمكنا من فعل ذلك في جميع أنحاء العالم، فسوف نستطيع وضع حد للإرهاب	يعالج هذا المستشفى جميع الناس، وإن استطعنا فعل ذلك في جميع أنحاء العالم، فسنستطيع القضاء على اإرهاب
MSRpar#SP658	4	ففي خطابه الذي ألقاه في الاتحاد في يناير، أعلن بوش أن بريطانيا علمتمن أفريقيا أن صدام حسين قد اشترى مؤخرا كميات كبيرة من اليورانيوم من أفريقيا	في خطابه الذي ألقاه يوم 28 يناير حول رسالة الاتحاد، قال بوش"إن الحكومة البريطانية كانت قد علمت أن صدام حسين اشترى مؤخرا كميات كبيرة من اليورانيوم من أفريقيا
MSRpar#SP659	1.75	ارتفع صافي الإيرادات إلى 3.99 بليون دولار من 3.85 بليون دولار خلال الربع نفسه في السنة الماضية	وهذا يصل إلى 1.14 بليون دولار خلال الربع نفسه في السنة الماضية
MSRpar#SP660	3.067	إذا كان هذا هو جهاز كومدكس الخاص ببيل جيتس، فلابد أنه قد حان الوقت لأجهزة كمبيوتر لوحية جديدة	إن كانت تلك هي ليلة الأحد التي ما قبل كومدكس، فلابد أنه حان حان الوقت أيضا لجهاز كينوت آخر من بل جيتس
MSRpar#SP661	3.25	وفقا للتقارير، زعم أن فارسا قد ضرب حارس مواقف سيارات بشدة خارج ملهى ليلي في لوس أنجلوس	وقد ألقي القبض عليه الأسبوع الماضي ، لزعم أنه قد لكم حارس مواقف سيارات خارج ملهى ليلي في لوس أنجلوس
MSRpar#SP662	3.75	ومن بين أولئك الذين ينتظرون دورهم كانت جودي سنجر، فتاة في الصف السادس من واشنطن العاصمة	جودي سنجر، في الصف السادس من واشنطن العاصمة، تترقب بفارغ الصبر دورها في الميكروفون
MSRpar#SP663	2.25	ولكن جمعية السرطان صرحت بأنه قد أسيء استخدام دراستها	صرحت الجمعية الأمريكية للسرطان مع العديد من العلماء بأن الدراسة كانت معيبة من جهات عدة
MSRpar#SP664	2.5	كلاهما مقبوض عليه في سجن مقاطعة أرمسترونج	تم التحفظ على طاطار دون كفالة في سجن مقاطعة أرمسترونج اليوم
MSRpar#SP665	3.75	على بعد أميال قليلة أقصى الشرق تقع تهواكان، حيث قد تهجن الذرة لأول مرة من 4،000 سنة مضت	على بعد أميال قليلة غربا تقع تيوتهواكان، حيث قد تهجن الذرة لأول مرة من 4،000 سنة مضت
MSRpar#SP666	3.25	سيطر الارتباك على أسبوع صاخب للقائمة، والني يراد منع نحو 80 في المائة من مكالماتها التسويقية عبر الهاتف	هدفت الخدمة المجانية في الأصل إلى حجب حوالي 80 في المائة من الكالمات التسويقية
MSRpar#SP667	4	ينقسم الـ 24 عضوا الآخرون بين ممثلي صناعة الأوراق المالية ، وما يعرف بأعضاء مجلس الإدارة العام	من بين 24 مديرا ليسوا تنفيذيين في البورصة، شطر ممثلون لصناعة الأوراق المالية، وشطر يمثل أعضاء عموميين محددين
MSRpar#SP668	4	وقال الرئيس التنفيذي مارسيه فولر"إن أقوى أولوياتنا هي الوصول إلى إعادة هيكلة المالية بعيدا عن المحكمة، ولانزال متفائلين أننا نستطيع فعل ذلك"	وقال مارسيه فولر الرئيس النتفيذي لشكة ميرانت،" إن أقوى أولوياتنا هي الوصول إلى إعادة هيكلة المالية بعيدا عن المحكمة"
MSRpar#SP669	3.444	إن من وردت أسماؤهم في الشكوى كانوا كبراء المسؤولين التنفيذيين السابقين باول أ. ألير  وج. ريتشارد ثومان والمدير المالي السابق باري د. روميريل	إن التنفيذيين المشمولين هم المديران التنفيذيان السابقان باول أ. أليير و ج. ريتشارد ثومان وكذلك المدير المالي السابق باري روميريل
MSRpar#SP670	2.75	أصبحت مطرانية ولاية وسط فلوريدا يوم السبت هي أول عشيرة ترفض رسميا السياسات الطوائف القومية حول المثلية الجنسية	صوتت المطرانية في وسط فلوريدا يوم السبت لنبذ قرار من مؤتمر الطوائف الوطني لتأكيد تعيين رجل مثلي الجنس كمطران
MSRpar#SP671	4.6	تشيرا لاركنز، 32 عاما، من منهاتن المتهمة بثلاث زيجات صورية، اتهمت أيضا بشهادة زور، وتقديم وثيقة مزورة	اتهمت تشارا لاركنز، 32 عاما، من منهاتن، بالإدلاء بشهادة زور وتقديم وثيقة مزورة لعقود زيجات ثلاث
MSRpar#SP672	2.8	وقدرت يوم الخميس أن حصتها في سوق أوربا تقدر بـ 51 في المائة	صرحت شر كة بوسطن العلمية أنها حصلت على 51 في المائة السوق مغلفة الدعامات في أوربا
MSRpar#SP673	4.8	من المقرر أن تعقد اللجنة المصؤفية لمجلس الشيوخ جلسة استماع يوم الثلاثاء ، حيث يتوقع أن يدلي دونالدسون بشهادته حول التحوط وصنانديق الاستثمار المشترك	ومن المقرر أن تعقد اللجنة المصرفية لمجلس الشيوخ جلسة استماع يوم الثلاثاء، حينما سيتم استجواب دونالدسون حول التحوط وصناديق الاستثمار المشترك
MSRpar#SP674	0.6	كان مؤشر مجموعة شركات ناسداك للتكنولوجيا الثقيلة قبالة 0.11 في المائة، أو 1.78 نقطة، عند 1،594.13	انخفض مؤشر شركة ستاندرد آند بورز 500 المشهورة، بـ 0.04 نقطة أو 0 في المائة عند 971.52
MSRpar#SP675	2.75	وقال كينيدي " لهؤلاء الرجال الحق في أن نحترم حياتهم الشخصية"	إن للمدعين الحق في أن نحترم حياتهم الشخصية
MSRpar#SP676	2.75	السيد مورس متهم في اعتداء، أما دارفيش فهو متهم بتقديم تقرير مزور	اتهم شريكه بيجان دارفيش بتقديم تقرير شرطة مزور
MSRpar#SP677	3.25	حصل الانفجار الوهمي، أول حدث في التدريبات، في جنوب سياتل الصناعية	الانفجار الناجم عن إشعاع القنبلة القذرة، أول حدث على مدار تدريبات الأسبوع، وقع ساحة عدة فدادين في جنوب سياتل الصناعية
MSRpar#SP678	3.25	كان العمل الثالث لوظيفة جديدة، نائب الرئيس ااتنفيذي ومدير الموظفين	تم تعيين بروس ن. هوثورن كنائب الرئيس التنفيذي ومدير الموظفين
MSRpar#SP679	2.5	خفضت اللجنة الرسوم بسبب تعيين باتون بشكل غير سليم لكونر في مجلس يانصيب كنتاكي ومن ثم تعيين زوج كولن، سث، أيضا بشكل غير سليم، لمجلس التنمية الزراعية	وقالت اللجنة عين باتون أيضا كونر في مجلس يانصيب كنتاكي،وسث كونر في مجلس التنمية الصناعية
MSRpar#SP680	2.25	روى ماكجيل أيضا بالتفصيل عن الثقب الذي تم إحداثه في صندوق سيارة الكابريس	وقال ماكجيل أيضا إن قفازا داكنا تم حشوه داخل الثقب الذي تم إحداثه في صندوق سيارة الكابريس
MSRpar#SP681	1.5	توقع المحللون خسارة صافية تقدر بـ 54 سنتا للسهم وفقا لمكالمة طومسون الأولى	تكهن المحللون بأن مبيعات الربع الثاني تقدر بـ 614 مليون دولار وفقا لمكالمة طومسون الأولى
MSRpar#SP682	3	وقد أرسل الحي بالأمس أيضا رسائل لإبلاغ الآباء بالوضع	وقد تلقى الآباء رسائل تعلمهم باحتمالية حدوث تلوث بالأمس
MSRvid#SP251	0.25	أحدهم يقلي لحما.	أحدهم يعزف البيانو.
MSRvid#SP252	3.75	الرجل يقطّع بسرعة بعض الفطر باستعمال السكين.	شخص ما يقطع بعجلة الفطر بالسكين.
MSRvid#SP253	1.75	أمرأة تظيف المكونات في الإناء.	إمرأة تكسر ثلاثة بيضات في الإناء.
MSRvid#SP254	3.5	متزلج قام بحركات مخادعة فوق نصف أنبوب.	رجل يتزلج فوق نصف أنبوب.
MSRvid#SP255	3.4	رجل يتحدث على خشبة المسرح ؟	رجل يتحدث في المنصة .
MSRvid#SP256	1.4	رجل يعزف القيثارة.	رجل ذو قبعة يعزف القيثارة.
MSRvid#SP257	1.4	رجل يلعب على لوحة مفاتيحه.	رجل يعزف القيثارة.
MSRvid#SP258	1	شخص ما يقطّع حبة بطاطا.	شخص ما يقطّع الكرّاث.
MSRvid#SP259	1.8	رجل يلعب الطبول.	رجل يعزف قيثارته.
MSRvid#SP260	4.6	رجل يرقص على صقف الغرفة.	رجل يرقص رأسا على عقب على السقف.
MSRvid#SP261	0.4	رجلان يرقصان.	إمرأتان تتسوقان.
MSRvid#SP262	3.6	أحدهم يتبّل بيضا.	أحدهم يتبّل بيضتان نيئتان في إناء.
MSRvid#SP263	3.25	إمرأة تقشر بصلة.	المرأة تقطع البصل الأخضر.
MSRvid#SP264	0.778	شخص يخلط وعاء من الأرز.	شخص يقشّر حبة بطاطا.
MSRvid#SP265	1.25	رجل يتأرجح في حبل.	قرد يتأرجح في الأشجار.
MSRvid#SP266	0.75	شخص يقطّع بصلة.	شخص يحمل سمكة.
MSRvid#SP267	1.5	رجل يقطّع الطماطم.	إمرأة تقطّع البروكولي.
MSRvid#SP268	1	إمرأة تغلي الروبيان.	إمرأة تمشّط شعرها.
MSRvid#SP269	3.75	رجل يقطّع حبة بطاطا.	رجل يقطّع  حبة بطاطا.
MSRvid#SP270	3.25	رجل يقرص في الطريق.	رجل يرقص.
MSRvid#SP271	4	الأيل قفز فوق السياج.	أيل يقفز فوق سياج الإعصار.
MSRvid#SP272	3	طفلة ترقص تحت المطر .	إمرأة ترقص تحت المطر.
MSRvid#SP273	1.667	إمرأة تكتب رسالة	إمرأة تجلس على المكتب.
MSRvid#SP274	3.333	الغوريلا تلعب الطبول.	القرد يلعب الطبول.
MSRvid#SP275	2.25	رجل يعزف القيثارة .	طفلة تعزف القيثارة.
MSRvid#SP276	0.5	إمرأة تركب الحصان.	إمرأة تقطف الطماطم.
MSRvid#SP277	2.75	يحاول شبل الأسد تسلق السياج.	أسد يحاول تسلق الجدار.
MSRvid#SP278	2	رجل يتحدث في الهاتف الخلوي .	رجل يتحدث عبر مكبر الصوت.
MSRvid#SP279	0.833	رجل يعزف القيثارة.	رجل ينظف قرصا مضغوطا.
MSRvid#SP280	3.75	قص الولد العشب عند حافة الطريق بالمقص.	ولد قص العشب بالمقص.
MSRvid#SP281	4	إمرأة تقطّع بعض البطاطا المقشرة إلى شرائح سميكة.	إمرأة تقطّع  البطاطا المقشرة إلى شرائح .
MSRvid#SP282	3.25	رجل ذو نظّارة يتكلّم.	رجل في المكتبة يتكلم.
MSRvid#SP283	2.75	فتاة صغيرة تركب عجلة.	فتاة تركب عجلة.
MSRvid#SP284	1	إمرأة تقص بعض الزهور.	إمرأة تقطّع البروكولي.
MSRvid#SP285	3.5	شخص يمشي في طريق الحجارة.	رجل يمشي أسفل الرصيف.
MSRvid#SP286	3.75	أحد ما يصب مرق الدجاج في وعاء.	الرجل يصب المرق في الوعاء
MSRvid#SP287	4.4	رجل يستعمل لوح المفاتيح بأنفه.	الرجل يعزف البيانو بأنفه.
MSRvid#SP288	0.4	رجل يعزف قيثارة.	قط يلعب.
MSRvid#SP289	0.4	حيوان يأكل.	الحيوان يقفز.
MSRvid#SP290	4.2	رجل يرفع الأثقال.	رجل يرفع الحديد.
MSRvid#SP291	2.5	رجل يجري مع الحافلة.	رجل يجري مع الشاحنة.
MSRvid#SP292	0.25	رجل يتسلق الحبل.	رجل يجلس على صخرة.
MSRvid#SP293	0.25	قطة تعزف البيانو.	قطة تلعق كفها.
MSRvid#SP294	0.25	إمرأة ترقص تحت المطر.	إمرأة تضيف الزيت للطبق.
MSRvid#SP295	3.8	قطة تنظف نفسها.	قطة تلعق نفسها.
MSRvid#SP296	2.6	رجل يركل كرة القدم.	رجل يقوم بعرض بكرة القدم .
MSRvid#SP297	2.6	رجال يجرون في السباق.	المتسابقون يجرون في المسار.
MSRvid#SP298	2	إمرأة تفتح نافذة.	إمرأة تنظر خارج النافذة.
MSRvid#SP299	1.8	رجل سقطّع الطماطم إلى قطع.	إمرأة تقطّع البطاطا.
MSRvid#SP300	0	رجل يعزف الناي.	إمرأة تضع الكحل.
MSRvid#SP301	1.2	إمرأة تقطّع البطاطا.	إمرأة تقطّع الجزر.
MSRvid#SP302	3.8	ثلاث رجال يقومون بنفس الرقصة في الطريق.	ثلاث رجال بدون قمصان  يرقصون في الطريق.
MSRvid#SP303	3.6	دجاجة تنقر فأرا ميتا.	ديك ينقر فأرا ميتا.
MSRvid#SP304	1.8	إمرأة تقطّع بصلة.	إمرأة تقطّع الثوم بالسكين.
MSRvid#SP305	1.2	المرأة تقطّع الخيارإلى شرائح رقيقة .	المرأة تقطّع حبة طماطم.
MSRvid#SP306	3.2	شخص يقطّّع قطع خبز.	رجل يقطّع الخبز.
MSRvid#SP307	2.2	إمرأة تقطّع حبة قرع.	إمرأة تقطع حبة فلفل كبيرة.
MSRvid#SP308	0.8	إمرأة تظيف الزيت على السمك.	إمرأة تركب حصانا.
MSRvid#SP309	1.6	إمرأة تبشر الجزر.	إمرأة تطلي ضلع لحم الخنزير.
MSRvid#SP310	2.8	أحدهم ينظف حيوانا.	إمرأة تنظف الروبيان.
MSRvid#SP311	0.583	الرجل يعزف القيثارة.	الرجل يقشر حبة بطاطا.
MSRvid#SP312	3.2	رجل يتكلم في الهاتف.	رجل يتكلم.
MSRvid#SP313	0.8	إمرأة تدخن.	إمرأة تحضر بعض الطعام.
MSRvid#SP314	3.8	رجل مستلق و يطلق النار من المسدس.	رجل مستلق على الأرض يطلق النار من البندقية.
MSRvid#SP315	0	رجل تم وضعه في سيارة الإسعاف.	رجل يصب المعكرونة في طبق.
MSRvid#SP316	0.667	رجل يغوص في حوض السباحة .	رجل يغني في الميكرفون.
MSRvid#SP317	5	رجل يطلق النار من المسدس.	رجل يطلق النار من المسدس.
MSRvid#SP318	4.333	الرجل يصافح رجالا آخرين.	رجل يصافح رجلا آخر.
MSRvid#SP319	4.214	تم ضرب هدف بإطلاق نار.	الهدف ضرب بالرصاص.
MSRvid#SP320	1.8	رجل يعزف القيثارة.	رجل يعزف الناي.
MSRvid#SP321	0.4	رجل يقشر حبة بطاطا.	رجل يعزف قيثارة.
MSRvid#SP322	2	المرأة تركب حصانا.	رجل يركب حصانا في الحلبة.
MSRvid#SP323	2.8	تتحرك طائرة على طول مدرج.	الطائرة تهبط على المدرج.
MSRvid#SP324	0.8	إمرأة نائمة في حوض المياه.	إمرأة تستلقي في عوّامة.
MSRvid#SP325	0.8	رجل يجزّ العشب.	رجل يخلط.
MSRvid#SP326	0.4	رجل يرقص.	إمرأة تمارس الرياضة.
MSRvid#SP327	0.25	إمرأة تمارس الرياضة.	رجل يرقص.
MSRvid#SP328	0.75	إمرأة تقشّرحبّة بطاطا.	إمرأة تضرب رجلا.
MSRvid#SP329	0.75	رجل يعزف البيانو.	رجل ملقا على الأرض.
MSRvid#SP330	1	إمرأة ترقص الباليه.	إمرأة تركب حصانا.
MSRvid#SP331	0	إمرأة تضع ماكياجا.	رجل يعزف قيثارة.
MSRvid#SP332	0.8	إمرأة تقطّع بصلة.	إمرأة تجدّف قاربا.
MSRvid#SP333	3.4	إمرأة تقطّع حبّة فلفل كبير.	إمرأة تقطّع فلفلا أخضرا.
MSRvid#SP334	2.769	إمرأة تخلط الأرز في وعاء.	شخص ما وضع الأرز في وعاء.
MSRvid#SP335	2.8	صبي يعزف الكمان على خشبة المسرح.	صبي يعزف على آلة.
MSRvid#SP336	3.2	إمرأة تقيس إمرأة أخرى.	إمرأة تقيس كاحل إمرأة أخرى.
MSRvid#SP337	4.2	رجل يضع الجبن على البيتزا.	رجل يرش الجبن المبشور على البيتزا.
MSRvid#SP338	2.4	إمرأة تضع شرائحا من اللحم في وعاء.	رجل يضع قطعا من اللحم في كيس من البلاستيك.
MSRvid#SP339	4.4	الصبي يعزف بوقه.	صبي يعزف البوق.
MSRvid#SP340	1.8	شخص يركب الحصان.	رجل يركب درّاجة ناريّة.
MSRvid#SP341	0.8	رجل يحدّق في ورقة.	رجل يقطّع حبة خضروات.
MSRvid#SP342	1.4	إمرأة تقطّع بصلة.	إمرأة تقطّع جزرة.
MSRvid#SP343	2.25	رجل يقطّع  الخضروات.	إمرأة تقطّع حبة بطاطا.
MSRvid#SP344	0.25	قط يلعب.	إمرأة تعزف المزمار.
MSRvid#SP345	3.25	رجل يركب درّاجة هوائيّة.	رجل يركب درّاجة هوائيّة حول موقف للسيارات.
MSRvid#SP346	4.5	فرقة تقوم بأداء على خشبة المسرح.	فرقة تعزف و تغنّي على خشبة المسرح.
MSRvid#SP347	4.2	شخص إلتقط تنين كومودو و وضعه في صتدوق.	شخص وضع تنين كومودو صغير في وعاء.
MSRvid#SP348	0.8	المرأة تقطع كعكة السمك.	المرأة تركب حصانا.
MSRvid#SP349	0.8	رجل يأكل الخبز.	رجل يعزف المزمار.
MSRvid#SP350	0.8	إمرأة تطبخ الروبيان.	إمرأة ترقص.
MSRvid#SP351	0.25	إمرأة ترقص.	شخص رمى قطّا في الهواء، A person throws a cat in the air and it grabs onto the ceiling.
MSRvid#SP352	3.5	إمرأة قذفت القط في الهواء، والقط معلق قبالة قضيب على السقف.	شخص رمى قطّا في الهواء و تعلّق بالسقف.
MSRvid#SP353	2.75	شخص أسقط كاميرا أسفل سلم دوّار.	رجل قذف حقيبة أسفل سلّم دوّار.
MSRvid#SP354	4.25	سلحفاة كبيرة تمشي.	السلحفاة تمشي.
MSRvid#SP355	0.5	رجل يمارس الرياضة.	رجل يطلق النار من بندقية.
MSRvid#SP356	0.5	رجل يحرق علما.	رجل يطلق النار.
MSRvid#SP357	0	الرجل يدفع الشاحنة.	المرأة تغنّي.
MSRvid#SP358	0.5	رجل يأكل الخشب.	رجل يضيف الزيت إلى السيارة.
MSRvid#SP359	0.6	كلب يتحدث إلى الكاميرا.	كلب يأكل بعض البطيخ.
MSRvid#SP360	2.2	رجل يضع اثنين من المناشف الورقية على طبق من الورق.	رجل يضع ورقا على طبق.
MSRvid#SP361	3.2	رجل و إمرأة يسيران.	رجل وامرأة يسيران ممسكان بعضهما البعض.
MSRvid#SP362	4.4	رجل يقطع الحبل بالسيف.	الرجل يقطّع حبلا سميكا بسيف.
MSRvid#SP363	3	الرجل يغنّي و يعزف على القيثارة.	رجل يعزف القيثارة.
MSRvid#SP364	2.25	كلب يلعب مع لعبة.	كلب يأكل دمية.
MSRvid#SP365	2.583	رجل يقطع ورقة.	شخص يمزق ورقا.
MSRvid#SP366	0	رجل يعزف بيانو.	ولد يقشر حبة بطاطا.
MSRvid#SP367	0	رجل يرقص.	فأر يجري.
MSRvid#SP368	1.8	صبيان يتحدثان على الهاتف.	إمرأة تتحدث على الهاتف.
MSRvid#SP369	0	رجل يعزف قيثارة.	إمرأة تقشر درنة.
MSRvid#SP370	1.4	إمرأة تقطع البصلة.	إمرأة تقطع اللّيمون.
MSRvid#SP371	0	إمرأة تركب الحصان.	رجل يجري على حبل.
MSRvid#SP372	0.4	رجل يلعب كرة القدم.	رجل يرسم بعض الوجوه.
MSRvid#SP373	0	إمرأة تقشّربرتقالة.	رجل يعزف مزمارا.
MSRvid#SP374	0	رجل يلعب البولينغ.	هرة تمشي.
MSRvid#SP375	3	شخص ما يكسر بيضة .	رجل يكسر بيضة.
MSRvid#SP376	2	رجل يقطّع ثعبانا ليطبخه.	إمرأة تقطع لحما.
MSRvid#SP377	2.2	الرجل يلعب على لوح المفاتيح.	رجل يعزف قيثارة.
MSRvid#SP378	1.2	إمرأة تضع ضلال العيون.	إمراة تغسل وعاء.
MSRvid#SP379	0	إمرأة تجرّف الجزر.	رجل يضرب قدورا فخارية.
MSRvid#SP380	1	إمرأة تعزف المزمار.	الرجل يلعب على لوح المفاتيح.
MSRvid#SP381	1.533	رجل يركب على حصان.	إمرأة تركب فيلا.
MSRvid#SP382	1.667	رجل وإمرأة يرقصان البوليود.	رجل وإمرأة يرقصان تحت المطر.
MSRvid#SP383	1	إمرأة تقص زهورا.	رجل يحمل زهور عباد الشمس الضخمة.
MSRvid#SP384	0.308	إمرأة ترقص قرب النار.	إمرأة تقطّع حبة طماطم.
MSRvid#SP385	0	الرجل رقص في المطعم.	القنبلة إنفجرت في الصحراء.
MSRvid#SP386	0.2	رجل يعزف المزمار.	رجل يرقص.
MSRvid#SP387	4.2	علم أمريكي يلوّح.	علم أمريكي يرفرف في الريح .
MSRvid#SP388	2.6	أسد يمشي في مكان مقفل.	أسد يتجول.
MSRvid#SP389	3	نمر يتجول في قفصه.	نمر يمشي بدون هدف.
MSRvid#SP390	3.8	شخص يصب زيت الطبخ في قدر.	شخص يصب زيت الزيتون في قدر على الغاز.
MSRvid#SP391	0.75	إمرأة تقطّع البطاطا.	إمرأة تركب حصانا.
MSRvid#SP392	0.25	إمرأة تقطع ليمونة.	رجل يظهر الخبز.
MSRvid#SP393	0.75	رجل يصنع سريرا.	رجل يتحدث إلى الجمهور.
MSRvid#SP394	3	ببغاء يتكلم.	ببغاء يتكلم في الميكروفون .
MSRvid#SP395	0.4	إمرأة تعزف المزمار.	إمرأة تشرّح بعض التونة.
MSRvid#SP396	0.4	شخص يركب دراجة نارية.	شخص يقطّّع بصلة.
MSRvid#SP397	0.4	رجل يغني في الميكرفون.	رجل يرقص تحت المطر.
MSRvid#SP398	4.2	رجل  يصب الأرز في القدر.	رجل يضع الأرز في قدر عميق.
MSRvid#SP399	3.5	الكلب ينبح على اللعبة.	الكلب ينبح على بطة لعبة إلكترونية .
MSRvid#SP400	3.5	إمرأة تضيف بيضة و تخلط.	إمرأة تخلط بيضة في وعاء.
MSRvid#SP401	3	إمرأة تغطي قطعة من اللحم بالطحين.	إمرأة تتبل قطعة من اللحم.
MSRvid#SP402	3.75	شخص يشرّح بعض الثوم.	شخص يقطّع فصا من الثوم بالسّكين.
MSRvid#SP403	3.4	قطة بيضاء جاثمة  على خزانة خشبية صغيرة تنظر خارج النافذة.	القطة،  جاثمة على الطاولة، تنظر خارج النافذة.
MSRvid#SP404	3.4	إمرأة تمارس الرياضة.	إمرأة ترفع الأوزان.
MSRvid#SP405	3.6	رجل يمارس تمارين أرضية.	رجل يمارس الرياضة.
MSRvid#SP406	3.8	طفل يجري داخل وخارج أمواج المحيط.	صبي صغير يسير في اتجاه أمواج المحيط و عكسها.
MSRvid#SP407	1	رجل يشرح حبة بطاطا.	رجل يقشر موزة.
MSRvid#SP408	1.4	رجل يعزف على البيانو.	رجل يعزف الفلوت الخشبي.
MSRvid#SP409	3.4	رجل يركب حصانا.	رجل يركب الحصان في الصحراء.
MSRvid#SP410	3.6	شخص ما يعزف البيانو.	شخص يعزف على لوح مفاتيح البيانو.
MSRvid#SP411	2.8	المرأة تضع المكياج  للرجل.	إمرأة ترسم وجه رجل.
MSRvid#SP412	4	المرأة تضع الباذنجان في المقلاة.	إمرأة تضع الباذنجان المقطّع في المقلاة.
MSRvid#SP413	3.2	كلب يسرق الطعام من الثلاجة.	أخذ الكلب شيئا من الثلاجة.
MSRvid#SP414	3.4	رجل يعزف البوق.	رجل يعزف على آلة موسيقية.
MSRvid#SP415	2.333	شخص يستخدم موقد اللحام على إثنين من الكميرات.	شخص يحرق كميرات.
MSRvid#SP416	2.667	إمرأة تقطع ليمونة.	إمرأة، في مطبخ، تقشر ليمونة.
MSRvid#SP417	3	نمر يحاول تسلق الحائط.	أسد يحاول التسلق على الجدار.
MSRvid#SP418	4.667	رجل يحضر حبل تعليق.	رجل يربط عقدة.
MSRvid#SP419	3.2	إمرأة ترقص على المسرح.	إمرأة ترقص.
MSRvid#SP420	1.6	إمرأة تقطّع زنجبيلا.	إمرأة تقطّع البطاطا.
MSRvid#SP421	3	رجال يلعبون كرة القدم.	فريقان يلعبان كرة القدم.
MSRvid#SP422	0.2	الفتاة تركب الحصان.	الفتاة ترش النباتات بالماء.
MSRvid#SP423	0.8	رجل يضع سكينا في الرذيلة.	رجل يدخل في سيارة في المرآب.
MSRvid#SP424	1.2	شخص يقلي.	شخص يقشر حبة بطاطا.
MSRvid#SP425	0.8	رجل يطلق النار من مسدس.	إمرأة تفرم ثوما.
MSRvid#SP426	0.8	إمراة تأرجح ذراعيها.	إمرأة تقطّع بصلة.
MSRvid#SP427	0.75	رجل يمشي في الخارج.	رجل يرقص.
MSRvid#SP428	0	إمرأة تطبخ لحما.	رجل يتحدث.
MSRvid#SP429	0.25	رجل يجفف يديه.	إمرأة تسرح شعرها.
MSRvid#SP430	3.25	يركل لاعب كرة قدم الكرة في المرمى  من مكان بعيد في الملعب.	ركل لاعب كرة قدم الكرة في المرمى.
MSRvid#SP431	4	شخص يفرك حبة كوسا.	إمرأة تفرك حبة كوسا بفرشاة الخضار.
MSRvid#SP432	3	جرو يحاول الخروج من الحوض.	حاول الجرو الخروج من الحوض.
MSRvid#SP433	3.333	فتاة تعزف البيانو.	فتاة صغيرة تعزف بيانو كبيرا على خشبة المسرح.
MSRvid#SP434	3.333	رجل يرسم بعض الصور.	رجل يرسم على لوحة رقمية ذات المحو الجاف .
MSRvid#SP435	2	القرد يتدلّى من الأشجار.	تأرجح القرد من غصن إلى غصن.
MSRvid#SP436	3	يقفز بعض الأطفال على الترامبولين.	صبيان يلعبان على الترامبولين.
MSRvid#SP437	3.75	شخص يطوي قطعة ورقة مربعة.	شخص يطوي قطعة من الورق.
