sent_1	sent_2	sim
En el documento se agregó que hoy el EAAF solicitó a la PGR copia de los dictámenes en genética forense de exclusión identificatoria entre los restos recuperados en Pueblo Viejo y los familiares de los 43 jóvenes desaparecidos de Ayotzinapa.	Además, el EAAF ha sido autorizado por PGR para trabajar en el examen forense de la totalidad de los restos recuperados en dicho sitio.	2.4
La situación seguía siendo tensa hoy en la zona en conflicto en el este de Ucrania.	Según informó el gobierno alemán en un comunicado, Merkel expresó a Poroshenko su “profunda preocupación” por la información que apunta a “nuevos movimientos de tropas rusas” en el este de Ucrania.	1.6
La matanza se produce una semana después de que un ataque suicida similar segara la vida de veinte personas en la escuela islámica Faydia de Potiskum, que pertenece a un grupo de la rama chiíta del islam.	La explosión ha tenido lugar en una escuela de la localidad de Potiskum, en la región de Yobe .	1.6
Obama dijo que espera que el Senado confirme sin retraso a la fiscal federal de Brooklyn quien, dijo, se ha distinguido por ser sdura y justas.	Obama ha expresado sus esperanzas de que el Senado ratifique rápidamente el nombramiento de una mujer sdura y justas.	3.4
El capitán del buque surcoreano Sewol, cuyo naufragio causó 304 muertos, evitó la pena de muerte al ser condenado hoy a 36 años de cárcel como máximo responsable de la tragedia, mientras las autoridades dieron por concluidos los trabajos de rescate del barco, aunque todavía hay nueve desaparecidos.	La sentencia del alto tribunal comunitario, con sede en Luxemburgo, señala que los ciudadanos comunitarios que no ejerzan una actividad económica y que se trasladen a otro Estado miembro con el único objetivo de obtener una ayuda social, spueden ser excluidos de la percepción de determinadas prestaciones socialess.	0
Al parecer, el Gobierno de Estados Unidos le niega a O’Neill la pensión compensatoria por sus 16 años de servicio al no cumplir con los 20 mínimos que estipula la ley para poder acceder a la pensión económica.	Ahora, retirado de la vida militar el gobierno de EEUU le niega la veteranía por no cumplir con al menos 20 años de servicio militar.	2.2
En el ataque, perpetrado este lunes, al menos 48 personas -en su mayoría estudiantes- murieron y otras 79 resultaron heridas en una escuela de secundaria en la localidad de Potiskum, en el noreste de Nigeria.	El ataque suicida provocó el caos, obligando a cerrar la mayoría de escuelas de la localidad de Potiskum.	2.2
Funcionarios de Departamento de Justicia no confirmaron ni negaron la existencia de tal programa, aunque dijeron que éste cumplía con la ley, lo que incluía obtener permiso de un juez para realizar tales operaciones.	El Departamento de Justicia no confirmó ni negó al periódico la existencia de tal programa, alegando que hablar de tales asuntos permitiría a presuntos criminales de potencias extranjeras determinar las capacidades de vigilancia de EU, y agregó que las agencias del Departamento de Justicia acatan la ley federal, incluyendo solicitar aprobación de la corte.	2.4
Bajo un arreglo, Jordania tiene derechos de custodia sobre sitios sagrados musulmanes en Jerusalén, incluyendo el complejo conocido por los judíos como el Monte del Templo y por los musulmanes como el Noble Santuario.	Las visitas de los fieles judíos al sitio — conocido por los judíos como Monte del Templo y por los musulmanes como Explanada de las Mezquitas — han generado preocupación entre los musulmanes sobre que Israel pueda estar intentando hacerse con el control del lugar en secreto.	1.6
El último dirigente de la Unión Soviética, Mijaíl Gorbachov, se reunirá con la canciller alemana Angela Merkel durante los festejos por el 25 aniversario de la caída del Muro de Berlín.	En declaraciones para la agencia Interfax, Mijaíl Gorbachov aseguró que defenderá a Vladimir Putin en la conmemoración del 25 aniversario de la caída del Muro de Berlín, al afirmar que el líder del Kremlin “defiende mejor que nadie los intereses de Rusias.	2
El presidente de Estados Unidos, Barack Obama, anunciará a comienzos de la próxima semana un plan para modernizar la política de inmigración del país norteamericano mediante una acción ejecutiva, que incluiría la suspensión de las deportaciones de millones de inmigrantes indocumentados, según informa Fox News.	Obama anunciará un paquete de medidas migratorias la próxima semana según la cadena FOX	2.8
La Iglesia de Jesucristo de los Santos de los Últimos Días ha intentado encubrir aspectos de su historia, como la poligamia practicada por Smith y Brigham Young, quien colaboró en la fundación de la ciudad Salt Lake City, en Utah, donde se encuentra la sede central de la institución.	La Iglesia de Jesucristo de los Santos de los Últimos Días, que oficialmente desaprobó la poligamia a finales del siglo XIX, había intentado por años mostrar a Smith como un leal esposo a su mujer Emma.	3
Gracias a esta colaboración ha sido posible echar el cierre a la carretera de la seda, es decir, cerrar Silk Road 2.0, y detener a la cabeza pensante, Black Benthall.	Gracias a esa iniciativa de las fueras y cuerpos de seguridad se lograba cerrar Silk Road 2.0 y arrestar a su responsable, Blake Benthall.	3.4
Los trabajos de rescate, en los que han participado miles de buzos, comenzaron inmediatamente después de que se hundiera el barco el 16 de abril con 476 personas a bordo, la mayoría estudiantes de un instituto de bachillerato de Ansan, al sur de Seúl.	El ferry Sewol se hundió el 16 de abril mientras viajaba de Incheo a la isla de Jeju, al suroeste de la península coreana.	2
El proyecto prevé ampliar el programa de acción diferida para los indocumentados que llegaron a Estados Unidos siendo niños, a fin de incluir a los padres de ciudadanos estadunidenses y residentes legales permanentes, lo que podría beneficiar a 4.5 millones de personas.	El presidente evalúa, además, ampliar las protecciones que ya existen para los jóvenes indocumentados que llegaron a EE.UU. cuando eran niños y extenderlas también a sus padres, lo que beneficiaría a más de un millón de inmigrantes.	2.6
El escueto parte médico firmado por los doctores de la Unidad Médica Presidencial indica que la Presidente spresenta buena evolución del cuadros.	El parte médico, firmado por los doctores Marcelo Ballesteros y Daniel Fernández, señala que la mandataria scumple un tratamiento sintomático y antibióticos en el sanatorio privado Otamendi de la capital argentina.	2.2
“No había pulso, no había señales de respiración ni tampoco ritmo cardíaco”, dijo al diario local “Dziennik Wschodni”, según reproduce la agencia EFE.	sLos informes hablan de una disminución del pulso, vómitos y otras dolencias que empezaron el lunes a raíz de las cirugías a las que se habían sometidos, dijo Sonmani Borah, comisionada del distrito de Bilaspur, a la agencia Afp.	1.6
Medios locales aseguraron que el volcán Kilauea inició a expulsar lava en junio pasado, la cual arribó al distrito Pahoa hasta el 26 de octubre.	El magma comenzó a fluir en junio y entró a Pahoa, el poblado más grande de la Gran Isla y al distrito agrícola de Puna, el 26 de octubre.	3
Estos datos deben aclarar si los cometas trajeron el agua de los océanos y las materias primas de la vida a la Tierra en los primeros tiempos del Sistema Solar.	Rosetta ayudará a descubrir si los cometas intervinieron en la formación de vida en la Tierra.	2.6
El tribunal también ha condenado a 30 años de cárcel al jefe de máquinas, a 20 años al primer oficial del ferri y a 15 años al segundo oficial, por omitir su deber de socorro cuando se hundía el buque.	Además, el jefe de ingenieros del buque fue condenado a 30 años de cárcel, y otros 13 tripulantes recibieron penas de hasta 20 años.	1.6
Miller, un joven californiano de 24 años, viajó como turista al país cuando fue detenido en abril y condenado en septiembre a seis años de cárcel con trabajos forzados, acusado de espionaje.	El joven de 24 años viajó como turista a Pyongyang y fue arrestado el pasado 26 de abril por su scomportamiento agresivos.	2.8
El presidente chino, Xi Jinping, restó importancia hoy domingo a las preocupaciones relativas a los riesgos a que se enfrenta la economía china y apuntó que sno son tan espantososs.	El presidente chino, Xi Jinping, propuso hoy un ssueños para la región de Asia y el Pacífico, impulsado por la enorme economía de su país, de la que dijo que se mantiene sólida a pesar de que afronta algunos riesgos que sno son tan terribless.	2.4
El costo de ese terreno fue de 8 millones y medio de pesos, de acuerdo con documentos del Registro Público de la Propiedad y del contrato de compra-venta suscrito ante el Notario 89 del DF.	Este predio tuvo un valor de 9 millones 850 mil pesos, como muestra el expediente del inmueble en el Registro Público de la Propiedad del DF.	1.8
En sentido contrario, apunta el estudio de PEW, el 9% de los latinoamericanos dice haber sido criado como protestante, pero en la edad adulta el 19% de ellos se reconoce en una de sus denominaciones, dejando al descubierto la transición de una iglesia a otra.	En el sondeo, el 84% dice haber sido criado en el catolicismo, 15 puntos más que los que ahora se identifican con esa religión.	1.4
El informe está basado en más de 30.000 entrevistas personales realizadas entre octubre de 2013 y febrero de 2014, en 18 países de América Latina y Puerto Rico.	Las más de 30.000 entrevistas personales se realizaron en todos los países latinoamericanos hispanoparlantes menos Cuba.	2.2
Horas antes de este ataque, un palestino de 17 años apuñaló al sargento israelí Almog Shilony, de 20 años, cerca de una estación ferroviaria de Tel Aviv.	Pocas horas antes, otro palestino había herido de gravedad a un soldado israelí de 20 años con un cuchillo en la estación de tren Hagana, situada en el sur de Tel Aviv.	3
Ismael Zambada Imperial, alias “El Mayito Gordo” o “El Mayo Gordo”, hijo del capo Ismael “El Mayo” Zambada, fue capturado ayer por elementos de la Marina en El Salado, Sinaloa, junto con dos presuntos cómplices.	Ismael Zambada Imperial, conocido como 'El Mayito Gordo', hijo de 'El Mayo' Zambada, fue aprehendido este miércoles en el poblado La Estancia de los Burgos, dentro de la zona de El Salado, en Culiacán, Sinaloa.	3.4
La información fue confirmada, por primera vez en su historia, por las autoridades de la Iglesia de Jesucristo de los Santos de los Últimos Días con sede en los Estados Unidos que considera a Smith como un sprofetas.	La Iglesia de Jesucristo de los Santos de los Últimos Días, que oficialmente desaprobó la poligamia a finales del siglo XIX, había intentado por años mostrar a Smith como un leal esposo a su mujer Emma.	1.6
La explosión ha tenido lugar en una escuela de la localidad de Potiskum, en la región de Yobe .	La explosión ocurrió en Potiskum, en el estado de Yobe.	3.6
Además, no hay constancia de animales desaparecidos en un parque natural situado cerca o por los propietarios de un circo que ha pasado recientemente por la zona.	El animal no pertenece al parque de atracciones, ni a un parque natural cercano o a un circo que pasó recientemente por el pueblo, según publica Le Parisien.	2.2
Además, la abogada, graduada de la Universidad de Harvard, supervisa los casos penales de Brooklyn, Staten Island, Queens y Long Island, en New York.	Pese a dirigir una de las oficinas de fiscal general más importantes del país, que abarca los distritos de Brooklyn, Queens, Staten Island y Long Island, Lynch evita siempre que puede los medios de comunicación y procura mantener un perfil bajo.	1.8
En la mayoría de los países encuestados, quienes se convirtieron lo hicieron antes de los 25 años.	Según Pew, el porcentaje de católicos que abrazan el protestantismo ha aumentado constantemente en las últimas décadas en la mayoría de los 18 países y Puerto Rico donde se realizó la encuesta.	1.2
Menos de un año después, el 3 de octubre de 1990, la Reunificación de Alemania era oficial.	Fue seguido de una reunificación entre el Este y el Oeste alemán, el 3 de octubre de 1990.	3.2
Pero existen otras tesis a las que el juez instructor podría acogerse para someter a juicio a la duquesa de Palma.	Significa que el juez instructor, José Castro, tiene vía libre para empezar a preparar el juicio oral.	1
Un grupo de familiares de los 43 estudiantes de Ayotzinapa, normalistas y organizaciones sociales arrancaron una serie de caravanas que, en tres diferentes rutas, recorrerán varias ciudades del país en busca de apoyo ciudadano para que el gobierno federal clarifique la desaparición de los jóvenes y demande que la justicia se aplique para los responsables.	Un grupo de familiares y de compañeros de los 43 jóvenes desaparecidos en México arrancó el jueves en el estado de Guerrero una serie de caravanas que, en tres diferentes rutas, recorrerán varias ciudades del país para realizar actos públicos de denuncia.	3.8
Estos aparatos, apodados dirtboxes o cajas sucias, pueden recabar información de cientos de miles de usuarios en un sólo vuelo.	Los aviones son capaces de captar datos de miles de dispositivos en el transcurso de un vuelo.	2.4
La mandataria se reunió con funcionarios nacional, entre ellos el ministro de Economía, Axel Kicillof, y repasó el nivel de volumen de reservas monetarias, de depósitos bancarios y de la recaudación fiscal, se indicó.	Capitanich reseñó que la jefa de Estado estuvo reunida ayer con otros funcionarios de distintas áreas y que se efectuó un monitoreo del volumen de reservas, del volumen de depósitos, de la recaudación fiscal, y una supervisión de las variables macroeconómicas.	2.8
Un Boegin C-40 ha trasladado a Bae y Miller a suelo estadounidense, donde han aterrizado a las 9 p.m., hora local, en la Base Lewis-McChord, próxima a la ciudad de Tacoma, en el estado de Washington.	Kenneth Bae y Matthew Todd llegaron a la medianoche de sábado para domingo a la base militar Lewis-McChord en la costa del Pacífico del estado de Washington.	2.2
Fernández de Kirchner mantuvo varias reuniones el martes, entre ellas una con los ministros de Economía, Axel Kicillof; y de Relaciones Exteriores, Héctor Timerman, quienes representarán a la Argentina en la Cumbre del G20 que se celebrará a partir de mañana en Australia.	Los tres han hablado de la participación argentina en la cumbre del G-20 de Brisbane , a la que asistirá el canciller como cabeza de delegación.	2.2
Al menos once mujeres han muerto tras haberse sometido a una operación de ligadura de trompas en un campamento sanitario organizado por el Gobierno indio en el estado de Chhattisgarh, en el centro de India, según un nuevo balance recogido por la BBC.	Sucede que el fundador y patriarca de la Iglesia de los Santos de los Últimos Días construyó parte de su prestigio a partir del amor incondicional y exclusivo que supuestamente dedicó a su mujer.	0.8
Los dispositivos permiten a investigadores recolectar información de miles de teléfonos celulares en un solo vuelo, reportó el Journal.	Estos aparatos, apodados dirtboxes o cajas sucias, pueden recabar información de cientos de miles de usuarios en un sólo vuelo.	2.8
El presidente ruso, Vladimir Putin, tuvo un gesto caballeroso con la primera dama de China, Peng Liyuan, durante la XXII Cumbre del Foro de Cooperación Económica Asia-Pacífico , que ha sido interpretado en medios internacionales como un “coqueteo”.	El incidente ocurrido durante la cumbre del Foro de Cooperación Económica Asia-Pacífico fue transmitido inicialmente por la televisora estatal CCTV y se extendió en internet.	1.4
Un total de 83 mujeres, todas menores de 32 años, pobres y de zonas rurales, fueron operadas el sábado en un hospital a las afueras de la ciudad de Bilaspur, en el estado central de Chhattisgarh, según las autoridades.	sTenemos informes de bajadas de tensión, vómitos y otros síntomas después de que las mujeres fueran operadas en el marco de una campaña de planificación familiars, indicó el martes a la AFP Sonmani Borah, un responsable administrativo del distrito de Bilaspur, en el Estado central de Chhattisgarh, donde el sábado se llevaron a cabo las operaciones quirúrgicas.	1.6
El periódico sostiene que una spieza claves del plan de Obama es permitir que muchos padres de niños que son ciudadanos estadounidenses o residentes legales obtengan permisos de trabajo y eviten así la amenaza de la deportación.	El periódico reporta que el plan protegería a cinco millones indocumentados de la deportación y entregaría permisos de trabajo.	2.6
La enfermedad, mejor conocida como demencia de los cuerpos de Lewy , es neurodegenerativa y llega a mostrar síntomas como deterioro cognitivo, demencia por Alzheimer, parkinson, alucinaciones y severos delirios.	La demencia con cuerpos de Lewy es una enfermedad o síndrome degenerativo y progresivo del cerebro.	2.4
mentos de la Marina detuvieron este miércoles a Ismael Zambada Imperial, el Mayo Gordo, uno de los hijos de Ismael el Mayo Zambada García, quien es uno de los líderes del Cártel de Sinaloa en el norte de México.	Las autoridades mexicanas han detenido en el noroeste del país a Ismael Zambada Imperial, alias el Mayito Gordo, uno de los hijos del líder del cártel de Sinaloa, Ismael sel Mayos Zambada, según han informado este jueves fuentes oficiales.	3.8
La Organización sobre la Seguridad y la Cooperación en Europa informó sobre la entrada el martes en Donetsk, principal bastión prorruso, de un nuevo convoy con 43 camiones militares sin distintivo que transportaban lanzaderas de misiles y cañones.	El martes, la Organización para la Seguridad y Cooperación en Europa también denunció haber observado a 43 camiones militares rusos moviéndose hacia la frontera oriental de Ucrania.	3
Boko Haram, cuyo nombre significa en lenguas locales sLa educación no islámica es pecados, mantiene una sanguinaria campaña en el país que ha costado la vida a más de 3 mil personas en lo que va de año, según datos del Gobierno nigeriano.	Boko Haram, cuyo nombre significa “la educación occidental está prohibida”, sostiene una campaña de violencia para evitar que los niños y adolescentes asistan al colegio.	3.2
Una jornada crucial aguarda esta mañana a los presidentes de los países del Triángulo Norte de Centroamérica que integran Honduras, Guatemala y El Salvador.	sNo veo ninguna razón por la que Centroamérica no pueda convertirse en la próxima gran historia de éxito en el hemisferio, y hay muchas en el hemisferios, afirmó Biden durante una conferencia junto a los presidentes de Honduras, Guatemala y El Salvador en Washington.	1.6
Tras el revuelo que ha suscitado el ‘mensaje leído’ de WhatsApp, la app de mensajería instantánea ya permite a los usuarios de dispositivos Android que desactiven el 'doble check azul', la opción que revela si el mensaje ha sido leído e, incluso, la fecha y hora de dicha lectura.	La 'app' de mensajería instantánea permite que los usuarios puedan volver a la calma y desactivar el doble check azul de la misma forma que se desactiva la última hora de conexión o se oculta la fotografía de perfil.	2.8
La Audiencia de Palma dará hoy a conocer su decisión sobre si ratifica o anula la imputación de la infanta Cristina en el caso Nóos al resolver los catorce recursos presentados al auto con el que finalizó la instrucción de esta causa judicial.	Tres magistrados de la Audiencia Provincial de Palma , confirmaron hoy la imputación de Cristina de Borbón por dos delitos fiscales, pero retiraron esa condición en el caso de blanqueo de capital.	1.8
También un volumen y una imagen del sSeñor de los Milagross, porque sel fervor religioso paraliza Limas; una camiseta de la selección peruana spara que les ayude con el padre Celestial para que Perú vuelva a estar en el Mundials, según Humala.	Durante el intercambio de regalos, el Presidente del Perú entregó al Pontífice un bajo relieve del Señor de los Milagros y una camiseta de la selección peruana de fútbol.	2.2
El Gobierno estadounidense, que ha facilitado el regreso al país de ambos ciudadanos, aplaudió en la nota la decisión de liberarlos por parte de Pyongyang y agradece a sus aliados internacionales sespecialmente al Gobierno de Suecia, por sus incansables esfuerzos para ayudar a asegurar su liberacións, añadió a su vez Efe.	En un breve comunicado de su portavoz, Ban mostró su alivio por el regreso de los dos hombres a sus hogares y alabó sel trabajo de los socios internacionales para ayudar a asegurar su liberacións, indicó a su vez Efe.	1.8
sEn el caso de que los acontecimientos sean contrarios al acuerdo de Minsk, las Fuerzas Armadas están capacitadas y preparadas para repeler s, ha dicho Poroshenko, en un comunicado difundido por la Presidencia ucraniana.	Si los acontecimientos se vuelven contra el plan de paz, las Fuerzas Armadas ucranianas están hoy dispuestas y capacitadas para responders, afirmó.	1.6
Si es aprobada por el Senado, Lynch sería la segunda mujer en ser la fiscal general del país y la primera mujer afroamericana en el cargo.	El caso ocurrió en el antiguo Hotel Sirhowy hacia las 01.23 GMT, desde donde la Policía fue informada de que un hombre identificado como Matthew Williams estaba atacando a una mujer, según esa fuerza de seguridad.	0
Este es el primer pronunciamiento oficial de este organismo independiente sobre su labor en las investigaciones de la desaparición de los estudiantes de la Escuela Normal Rural de Ayotzinapa el pasado 26 de septiembre.	En un comunicado, los peritos que desarrollan las investigaciones en medio de la búsqueda de los 43 estudiantes de la Normal Rural de Ayotzinapa, desaparecidos hace más de un mes, confirmaron que los restos analizados no pertenecen a los estudiantes y aseguraron que seguirán aportando a la resolución del Caso Ayotzinapa.	2.6
Rusia acusó hoy a la misión especial de monitorización de la Organización para la Seguridad y la Cooperación en Europa en Ucrania de presentar información sesgada y de apoyar a Kiev.	sEstamos preocupados por el enfoque que la misión especial de observación de la OSCE en Ucrania ha mostrado últimamente.	1.6
Las fuerzas iraquíes recuperaron este viernes el control de la ciudad estratégica de Baiji, situada a pocos kilómetros de la mayor refinería de Irak, tras haber expulsado al grupo Estado Islámico , acusado de crímenes contra la humanidad por la ONU.	''Las fuerzas iraquíes fueron capaces de recuperar el control completo de la ciudad de Baiji'', dijo Ahmed al Krayim, jefe del consejo provincial de Salah ad Din.	2.2
En ese discurso, el supuesto líder de la organización yihadista hace un llamamiento a sus seguidores a atacar en Arabia Saudí, Egipto, Libia y Argelia, así como a las comunidades chiíes.	Incluso, en el audio amenaza directamente a países como Canadá y Australia, así como a Europa.	1
El presidente ruso, Vladimir Putin, tuvo un gesto caballeroso con la primera dama de China, Peng Liyuan, durante la XXII Cumbre del Foro de Cooperación Económica Asia-Pacífico , que ha sido interpretado en medios internacionales como un “coqueteo”.	Según dijo Hennis ante la cadena pública NOS, Putin sestá mostrando la superioridad económica, política y militar de Rusias en su sactuación desestabilizadora en el este de Ucranias.	0.4
Asimismo, en la grabación se anuncia que esos países donde se va a expandir el EI son Arabia Saudí, Yemen, Egipto, Libia y Argelia.	El líder de Estado Islámico, Abu Bakr al Baghdadi, ha reaparecido en un supuesto discurso en el que extiende su 'califato' a Arabia Saudí, Yemen, Egipto, Libia y Argelia.	1.8
Dijo que su objetivo es actualizar una autorización diseñada contra al-Qaida para hacerla más aplicable a la actual misión contra el grupo Estado Islámico en Irak y Siria.	Obama agregó que es demasiado pronto para decir si Estados Unidos y sus aliados están ganando su lucha contra el grupo Estado Islámico en Irak y Siria.	1.2
Además su diagnóstico solo puede confirmarse durante una autopsia, pues es necesario examinar la corteza cerebral para detectarla.	Dicha enfermedad se producida por la acumulación anormal de proteínas en el cerebro y que lamentablemente solo se puede diagnosticar durante autopsia, pues requiere un examen meticuloso de la corteza cerebral.	2.6
El enfrentamiento se produjo después de que los maestros del estado mexicano de Guerrero atacaran la sede del Partido Revolucionario Institucional en Chilpancingo, causando numerosos destrozos y prendiendo fuego a parte de las instalaciones.	Maestros del estado de Guerrero atacaron la sede del Partido Revolucionario Institucional en Chilpancingo, una agresión que fue controlada por la policía estatal causando un enfrentamiento entre ambos.	3
Los presidentes de Honduras, Guatemala y El Salvador también se reunirán -a primera hora de la mañana- con la secretaria de Comercio de los Estados Unidos, Penny Pritzker, y el presidente del Banco Interamericano de Desarrollo, Luis Alberto Moreno.	Un grupo de niños de Honduras y El Salvador que cruzaron ilegalmente la frontera de Estados Unidos son detenidos en Granjeno, Texas.	0.8
Los hechos ocurrieron en las afueras de la estación de tren de Haganah, situada en el centro de Tel Aviv y muy concurrida a esa hora.	Pocas horas antes, otro palestino había herido de gravedad a un soldado israelí de 20 años con un cuchillo en la estación de tren Hagana, situada en el sur de Tel Aviv.	2.6
El Equipo Argentino de Antropología Forense , que realiza un peritaje independiente en las pesquisas sobre la desaparición de 43 estudiantes normalistas, informó que hasta ahora no hay correspondencia entre los restos humanos analizados y los jóvenes.	El Equipo Argentino de Antropología Forense informó que los restos óseos analizados hasta el momento no corresponden a ninguno de los 43 estudiantes mexicanos desaparecidos en Iguala.	3.6
Estados Unidos y China anunciaron el miércoles un plan conjunto sin precedentes para reducir las emisiones de gases de efecto invernadero para 2030, el punto más importante de una serie de conversaciones bilaterales intensivas entre el presidente Barack Obama y su homólogo chino, Xi Jinping.	Estados Unidos y China han anunciado nuevos planes para reducir las emisiones de gases tipo invernadero, en el acuerdo más importante de la cumbre entre los líderes de los dos países.	2.8
En un verdadero encuentro récord, el turco Sultan Kösen, el hombre más alto del mundo y el nepalí Chandra Dangi, el más pequeño se reunieron en Londres, justamente para celebrar el 60° aniversario del libro de los récords Guiness.	La reunión entre el gigantesco turco Sultan Kösen y el diminuto nepalí Chandra Bahadur Dangi fue organizada por el libro Guinness de los récords y tuvo lugar en un jardín del centro de Londres.	3
El capitán del ferry surcoreano que se hundió en abril en un accidente en el que murieron 304 pasajeros fue condenado el martes a 36 años de prisión después de que un tribunal lo hallara culpable de negligencia, pero fue absuelto del cargo de homicidio, por el cual los fiscales pedían la pena de muerte.	El pasado septiembre, Sendai se convirtió en la primera planta de Japón en cumplir la nueva normativa impuesta por la NRA tras el accidente de hace más de tres años en la central de Fukushima, golpeada por un terremoto y un tsunami.	0.6
Diez mujeres murieron y más de 60 fueron hospitalizadas en India tras una operación de esterilización como parte de una campaña del gobierno para controlar la natalidad en este país de casi 1.250 millones de habitantes.	Campamentos como el Bilaspur forman parte de las campañas de planificación familiar para controlar el crecimiento demográfico en un país con 1.250 millones de habitantes.	1.2
En la noche del miércoles, la Organización para la Seguridad y la Cooperación en Europa informó que la semana pasado cruzaron la frontera ruso-ucraniana en ambas direcciones 665 personas con indumentaria militar.	Antes de la reunión, el secretario general de la Organización para la Seguridad y la Cooperación en Europa , Lamberto Zannier, reconoció que el alto el fuego era cada vez más virtual y que la llegada de armas a la zona rebelde podía “llevar a una confrontación más abierta”.	1
La caída del que unos denominaron smuro de la vergüenzas y otros smuralla de protección antifascistas abrió el camino hace 25 años a la reunificación de Alemania en la ciudad de Berlín y simbolizó para la posteridad el fin de la Guerra Fría.	El fin del muro de Berlín, recordó hoy Wowereit, supuso la caída del Telón de Acero y el avance de la libertad y de la democracia.	1.8
El gobierno del Estado ha abierto una investigación y los habitantes de la ciudad de Bilaspur salieron a la calle para pedir sanciones contra los médicos.	El gobierno del estado de Chhattisgarh suspendió la campaña de esterilización, ordenó una investigación sobre la muerte de las mujeres que se sometieron a la cirugía y denunció a cuatro médicos.	2.6
Un total de 83 mujeres, todas menores de 32 años, pobres y de zonas rurales, fueron operadas el sábado en un hospital a las afueras de la ciudad de Bilaspur, en el estado central de Chhattisgarh, según las autoridades.	sTenemos informes de bajadas de tensión, vómitos y otros síntomas después de que las mujeres fueran operadas en el marco de una campaña de planificación familiars, indicó el martes a la AFP Sonmani Borah, un responsable administrativo del distrito de Bilaspur, en el Estado central de Chhattisgarh, donde el sábado se llevaron a cabo las operaciones quirúrgicas.	2.2
Esta nueva medida permite saber si el mensaje que hemos enviado ha sido leído por el destinatario, además de la hora exacta a la que lo ha visto.	Un elemento nuevo que permite saber si tus contactos han leído el mensaje y a qué hora lo hizo.	3.2
Los dos últimos estadounidenses prisioneros en Corea del Norte, liberados gracias a una misión secreta sin precedentes en Pyongyang del jefe de inteligencia estadounidense, llegaron la noche del sábado a Estados Unidos.	Horas más tarde, el presidente estadounidense, Barack Obama, dio la bienvenida a la liberación de los dos ciudadanos estadounidenses y también enfatizó los esfuerzos del Director Nacional de Inteligencia por su implicación. “Es un día maravilloso para ellos y sus familias.	1.6
El comunicado de la Unidad Médica Presidencial lleva la firma de los doctores Marcelo Ballesteros y Daniel Fernández.	El parte médico, firmado por los doctores Marcelo Ballesteros y Daniel Fernández, señala que la mandataria scumple un tratamiento sintomático y antibióticos en el sanatorio privado Otamendi de la capital argentina.	2
sHasta ahora no hay información fiable disponibles, indicó un alto responsable iraquí ante la pregunta de si Abu Bakr al Baghdadi había muerto en los bombardeos de la coalición el viernes en Mosul contra lo que Estados Unidos presentó como suna reunión de dirigentes del EIs.	Según el Centcom, “aparatos de la coalición llevaron a cabo una serie de ataques aéreos en Irak contra lo que se consideró era una reunión de dirigentes del EI cerca de Mosul”.	1.4
Al Bagdadi se refiere también a los eventos de los últimos días y llama a su seguidores a mantener la lucha contra los “cruzados”.	Además, instó a los extremistas de Marruecos, Argelia, Túnez y Libia a scombatir contra los laicoss.	1.4
De nueva cuenta, la Puerta de Brandeburgo fue protagonista en la culminación de las celebraciones por la caída del Muro de Berlín en el concierto que dirigió el músico argentino-israelí Daniel Barenboim, al frente de la orquesta Staatskapelle y el coro de la Staatsoper, con la llamada Oda a la alegría.	En diciembre de 1989, con la interpretación de la Novena Sinfonía de Beethoven se celebró en Berlín la caída del Muro y la apertura de la Puerta de Brandeburgo.	0.6
El cadáver del jefe de Al Qaeda fue finalmente lanzado al mar de Arabia en mayo de 2011.	El miércoles se hizo pública la identidad del Navy SEAL que aseguró ser él quien descerrajó tres tiros en la frente de Bin Laden en su escondite de Abbottabad, en Pakistan, en mayo de 2011.	0.6
El presidente de Perú, Ollanta Humala, abordará hoy con el líder ruso, Vladímir Putin, la construcción de una central nuclear en el país latinoamericano, informó un portavoz del Kremlin.	El presidente de la República, Ollanta Humala, fue recibido hoy por el líder ruso, Vladimir Putin, en su residencia campestre de Novo-Ogariovo, a las afueras de Moscú.	2.4
Spencer asistió a una conferencia de prensa en la mañana del martes junto al alcalde, Bill de Blasio.	Enviar por email Craig Spencer , el último enfermo de ébola que quedaba en Estados Unidos, saluda al alcalde de Nueva York Bill de Blasio.	2
La investigación del instituto PEW Research, que se apoya en estudios realizados en 18 países latinoamericanos, señala que tan sólo el 69% de los habitantes se identifican con la religión católica.	Según la investigación del instituto PEW Research, el sostenido declinar en el número de católicos en toda la región hace que en la actualidad apenas el 69% se identifiquen con esa denominación religiosa.	3.6
Uno de cada 10 latinoamericanos se criaron en el protestantismo, pero uno de cada cinco se dicen protestantes.	En ese cuadro, saproximadamente uno de cada cuatro nicaragüenses, uno de cada cinco brasileños y uno de cada siete venezolanos se declaran como excatólicoss.	1.6
En un verdadero encuentro récord, el turco Sultan Kösen, el hombre más alto del mundo y el nepalí Chandra Dangi, el más pequeño se reunieron en Londres, justamente para celebrar el 60° aniversario del libro de los récords Guiness.	El hombre más alto del mundo y el más bajo entraron al libro de los Guiness por sus estaturas récords.	2
Todavía están bajo observación en Kayes unas 50 personas que estuvieron en contacto con la niña.	En tanto, las alrededor de 50 personas más que pudieron tener contacto con la pequeña siguen este miércoles bajo observación en Kayes, a 600 kilómetros de Bamako.	2.4
